Unnamed: 0,State,City,Population,V_crime,Murder,Rape,Robbery,Aggravated assault,Property crime,Burglary,Larceny-theft,Motor vehicle theft,city,city_ascii,state_name,county_fips,county_name,population,density,source,incorporated,ranking,isMetro,areaname,family_member_count,housing_cost,food_cost,transportation_cost,healthcare_cost,other_necessities_cost,taxes,total_cost,median_family_income,Total Crimes,Crime Rate
37931,OHIO,EAST LIVERPOOL,10653.0,13,0.0,3,5,5,124,31,86,7,EAST LIVERPOOL,East Liverpool,OHIO,39029,COLUMBIANA,29898,870,polygon,True,3,False,"Columbiana County, OH",2p2c,8808.0,8245.08912,14219.0496,12745.128,6179.00688,5554.65636,67884.8844,64046.22265625,274.0,0.02572045433211302
37941,OHIO,SALINEVILLE,1219.0,2,0.0,0,0,2,44,8,29,7,SALINEVILLE,Salineville,OHIO,39029,COLUMBIANA,1218,212,polygon,True,3,False,"Columbiana County, OH",2p2c,8808.0,8245.08912,14219.0496,12745.128,6179.00688,5554.65636,67884.8844,64046.22265625,92.0,0.07547169811320754
37951,OHIO,EAST PALESTINE,4435.0,8,0.0,2,0,6,69,18,46,5,EAST PALESTINE,East Palestine,OHIO,39029,COLUMBIANA,4633,541,polygon,True,3,False,"Columbiana County, OH",2p2c,8808.0,8245.08912,14219.0496,12745.128,6179.00688,5554.65636,67884.8844,64046.22265625,154.0,0.03472378804960541
37961,OHIO,COLUMBIANA,6209.0,2,0.0,0,0,2,49,8,40,1,COLUMBIANA,Columbiana,OHIO,39029,COLUMBIANA,7931,394,polygon,True,3,False,"Columbiana County, OH",2p2c,8808.0,8245.08912,14219.0496,12745.128,6179.00688,5554.65636,67884.8844,64046.22265625,102.0,0.016427766145917216
37971,OHIO,SALEM,11644.0,22,0.0,3,2,17,341,35,299,7,SALEM,Salem,OHIO,39029,COLUMBIANA,17571,697,polygon,True,3,False,"Columbiana County, OH",2p2c,8808.0,8245.08912,14219.0496,12745.128,6179.00688,5554.65636,67884.8844,64046.22265625,726.0,0.062349708004122296
37986,NORTH CAROLINA,FAIR BLUFF,882.0,1,0.0,1,0,0,14,2,12,0,FAIR BLUFF,Fair Bluff,NORTH CAROLINA,37047,COLUMBUS,881,144,polygon,True,3,False,"Columbus County, NC",2p2c,8316.0,8424.9822,13905.9168,16596.7392,6065.91792,7003.51176,70829.7768,49960.22265625,30.0,0.034013605442176874
37996,NORTH CAROLINA,WHITEVILLE,5338.0,78,2.0,2,10,64,509,88,402,19,WHITEVILLE,Whiteville,NORTH CAROLINA,37047,COLUMBUS,7315,369,polygon,True,3,False,"Columbus County, NC",2p2c,8316.0,8424.9822,13905.9168,16596.7392,6065.91792,7003.51176,70829.7768,49960.22265625,1174.0,0.2199325590108655
38006,CALIFORNIA,COLUSA,5903.0,6,0.0,4,1,1,78,28,34,16,COLUSA,Colusa,CALIFORNIA,6011,COLUSA,6891,683,polygon,True,3,False,"Colusa County, CA",2p2c,11592.0,10073.99928,16395.8508,19047.4836,7850.44632,7843.82808,84294.0408,68704.9296875,168.0,0.028460105031339996
38016,CALIFORNIA,WILLIAMS,5348.0,20,0.0,3,4,13,76,28,34,14,WILLIAMS,Williams,CALIFORNIA,6011,COLUSA,5469,422,polygon,True,3,False,"Colusa County, CA",2p2c,11592.0,10073.99928,16395.8508,19047.4836,7850.44632,7843.82808,84294.0408,68704.9296875,192.0,0.03590127150336574
38026,TEXAS,GARDEN RIDGE,4124.0,0,0.0,0,0,0,36,9,23,4,GARDEN RIDGE,Garden Ridge,TEXAS,48091,COMAL,4130,223,polygon,True,3,True,"San Antonio-New Braunfels, TX HUD Metro FMR Area",2p2c,14928.6084,9114.5706,15064.074,13762.5504,8711.7912,6841.40628,81713.8008,96273.15625,72.0,0.01745877788554801
38036,TEXAS,BULVERDE,5311.0,3,0.0,0,0,3,81,8,66,7,BULVERDE,Bulverde,TEXAS,48091,COMAL,5300,129,polygon,True,3,True,"San Antonio-New Braunfels, TX HUD Metro FMR Area",2p2c,14928.6084,9114.5706,15064.074,13762.5504,8711.7912,6841.40628,81713.8008,96273.15625,168.0,0.03163246093014498
38046,TEXAS,NEW BRAUNFELS,88706.0,219,2.0,21,25,171,1120,209,805,106,NEW BRAUNFELS,New Braunfels,TEXAS,48091,COMAL,90209,770,polygon,True,3,True,"San Antonio-New Braunfels, TX HUD Metro FMR Area",2p2c,14928.6084,9114.5706,15064.074,13762.5504,8711.7912,6841.40628,81713.8008,96273.15625,2678.0,0.03018961513313643
38059,OKLAHOMA,CHATTANOOGA,441.0,0,0.0,0,0,0,1,0,0,1,CHATTANOOGA,Chattanooga,OKLAHOMA,40031,COMANCHE,453,307,polygon,True,3,True,"Lawton, OK HUD Metro FMR Area",2p2c,9072.0,8694.82032,14034.7164,16205.4408,6437.61984,8075.57808,77037.2988,66056.75,2.0,0.0045351473922902496
38089,OKLAHOMA,LAWTON,92256.0,854,15.0,97,91,651,2972,877,1836,259,LAWTON,Lawton,OKLAHOMA,40031,COMANCHE,93025,441,polygon,True,3,True,"Lawton, OK HUD Metro FMR Area",2p2c,9072.0,8694.82032,14034.7164,16205.4408,6437.61984,8075.57808,77037.2988,66056.75,7652.0,0.08294311481096081
38119,OKLAHOMA,ELGIN,3294.0,0,0.0,0,0,0,7,0,6,1,ELGIN,Elgin,OKLAHOMA,40031,COMANCHE,3183,320,polygon,True,3,True,"Lawton, OK HUD Metro FMR Area",2p2c,9072.0,8694.82032,14034.7164,16205.4408,6437.61984,8075.57808,77037.2988,66056.75,14.0,0.004250151791135397
38149,TEXAS,DE LEON,2162.0,2,0.0,1,0,1,42,16,22,4,DE LEON,De Leon,TEXAS,48093,COMANCHE,2198,378,polygon,True,3,True,"Lawton, OK HUD Metro FMR Area",2p2c,9072.0,8694.82032,14034.7164,16205.4408,6437.61984,8075.57808,77037.2988,66056.75,88.0,0.04070305272895467
38179,OKLAHOMA,CACHE,2814.0,18,1.0,2,2,13,36,7,25,4,CACHE,Cache,OKLAHOMA,40031,COMANCHE,2811,308,polygon,True,3,True,"Lawton, OK HUD Metro FMR Area",2p2c,9072.0,8694.82032,14034.7164,16205.4408,6437.61984,8075.57808,77037.2988,66056.75,108.0,0.03837953091684435
38204,LOUISIANA,VIDALIA,3871.0,16,0.0,7,1,8,174,17,154,3,VIDALIA,Vidalia,LOUISIANA,22029,CONCORDIA,3815,567,polygon,True,3,False,"Concordia Parish, LA",2p2c,8700.0,9414.39252,13230.2016,18752.2344,6563.55912,6691.96512,70806.4632,47373.64453125,380.0,0.09816584861792818
38210,CALIFORNIA,BRENTWOOD,65483.0,166,0.0,16,67,83,1335,142,1095,98,BRENTWOOD,Brentwood,CALIFORNIA,6013,CONTRA COSTA,64474,1675,polygon,True,3,True,"Oakland-Fremont, CA HUD Metro FMR Area",2p2c,28822.9368,11303.26752,16491.264,16442.244,14539.3068,19071.696,124261.644,117607.5234375,3002.0,0.045843959500939176
38220,CALIFORNIA,ORINDA,20071.0,17,5.0,2,7,3,195,52,125,18,ORINDA,Orinda,CALIFORNIA,6013,CONTRA COSTA,19926,598,polygon,True,3,True,"Oakland-Fremont, CA HUD Metro FMR Area",2p2c,28822.9368,11303.26752,16491.264,16442.244,14539.3068,19071.696,124261.644,117607.5234375,424.0,0.021125006227890986
38230,CALIFORNIA,PLEASANT HILL,35125.0,88,0.0,11,41,36,1484,112,1276,96,PLEASANT HILL,Pleasant Hill,CALIFORNIA,6013,CONTRA COSTA,34839,1901,polygon,True,3,True,"Oakland-Fremont, CA HUD Metro FMR Area",2p2c,28822.9368,11303.26752,16491.264,16442.244,14539.3068,19071.696,124261.644,117607.5234375,3144.0,0.08950889679715303
38240,CALIFORNIA,CLAYTON,12356.0,1,0.0,0,1,0,155,14,137,4,CLAYTON,Clayton,CALIFORNIA,6013,CONTRA COSTA,12265,1233,polygon,True,3,True,"Oakland-Fremont, CA HUD Metro FMR Area",2p2c,28822.9368,11303.26752,16491.264,16442.244,14539.3068,19071.696,124261.644,117607.5234375,312.0,0.025250890255746197
38250,CALIFORNIA,OAKLEY,43014.0,51,0.0,7,17,27,497,74,336,87,OAKLEY,Oakley,CALIFORNIA,6013,CONTRA COSTA,42543,1035,polygon,True,3,True,"Oakland-Fremont, CA HUD Metro FMR Area",2p2c,28822.9368,11303.26752,16491.264,16442.244,14539.3068,19071.696,124261.644,117607.5234375,1096.0,0.025480076254242805
38260,CALIFORNIA,CONCORD,130615.0,541,2.0,67,234,238,4560,434,3512,614,CONCORD,Concord,CALIFORNIA,6013,CONTRA COSTA,652308,1633,polygon,True,2,True,"Oakland-Fremont, CA HUD Metro FMR Area",2p2c,28822.9368,11303.26752,16491.264,16442.244,14539.3068,19071.696,124261.644,117607.5234375,10202.0,0.0781074149217165
38270,CALIFORNIA,DANVILLE,44997.0,23,1.0,5,7,10,296,36,247,13,DANVILLE,Danville,CALIFORNIA,6013,CONTRA COSTA,44510,950,polygon,True,3,True,"Oakland-Fremont, CA HUD Metro FMR Area",2p2c,28822.9368,11303.26752,16491.264,16442.244,14539.3068,19071.696,124261.644,117607.5234375,638.0,0.01417872302597951
38280,CALIFORNIA,KENSINGTON,5407.0,5,0.0,1,1,3,48,15,25,8,KENSINGTON,Kensington,CALIFORNIA,6013,CONTRA COSTA,5329,2173,polygon,False,2,True,"Oakland-Fremont, CA HUD Metro FMR Area",2p2c,28822.9368,11303.26752,16491.264,16442.244,14539.3068,19071.696,124261.644,117607.5234375,106.0,0.019604216756056964
38290,CALIFORNIA,PINOLE,19439.0,59,0.0,2,17,40,866,77,726,63,PINOLE,Pinole,CALIFORNIA,6013,CONTRA COSTA,19250,1456,polygon,True,3,True,"Oakland-Fremont, CA HUD Metro FMR Area",2p2c,28822.9368,11303.26752,16491.264,16442.244,14539.3068,19071.696,124261.644,117607.5234375,1850.0,0.0951695046041463
38300,CALIFORNIA,EL CERRITO,25857.0,152,1.0,4,91,56,1300,166,1054,80,EL CERRITO,El Cerrito,CALIFORNIA,6013,CONTRA COSTA,25508,2693,polygon,True,2,True,"Oakland-Fremont, CA HUD Metro FMR Area",2p2c,28822.9368,11303.26752,16491.264,16442.244,14539.3068,19071.696,124261.644,117607.5234375,2904.0,0.11231001276250145
38310,CALIFORNIA,MORAGA,17908.0,23,0.0,1,3,19,124,36,79,9,MORAGA,Moraga,CALIFORNIA,6013,CONTRA COSTA,17783,725,polygon,True,3,True,"Oakland-Fremont, CA HUD Metro FMR Area",2p2c,28822.9368,11303.26752,16491.264,16442.244,14539.3068,19071.696,124261.644,117607.5234375,294.0,0.016417243689970964
38320,CALIFORNIA,SAN RAMON,76387.0,58,0.0,4,21,33,1099,179,869,51,SAN RAMON,San Ramon,CALIFORNIA,6013,CONTRA COSTA,75995,1570,polygon,True,3,True,"Oakland-Fremont, CA HUD Metro FMR Area",2p2c,28822.9368,11303.26752,16491.264,16442.244,14539.3068,19071.696,124261.644,117607.5234375,2314.0,0.030293112702423186
38330,CALIFORNIA,MARTINEZ,38692.0,83,0.0,17,26,40,570,99,386,85,MARTINEZ,Martinez,CALIFORNIA,6013,CONTRA COSTA,38297,1170,polygon,True,3,True,"Oakland-Fremont, CA HUD Metro FMR Area",2p2c,28822.9368,11303.26752,16491.264,16442.244,14539.3068,19071.696,124261.644,117607.5234375,1306.0,0.03375374754471209
38340,CALIFORNIA,SAN PABLO,31336.0,194,2.0,7,102,83,1009,101,589,319,SAN PABLO,San Pablo,CALIFORNIA,6013,CONTRA COSTA,30990,4550,polygon,True,2,True,"Oakland-Fremont, CA HUD Metro FMR Area",2p2c,28822.9368,11303.26752,16491.264,16442.244,14539.3068,19071.696,124261.644,117607.5234375,2406.0,0.0767806995149349
38350,CALIFORNIA,LAFAYETTE,26872.0,4,0.0,1,3,0,358,42,286,30,LAFAYETTE,Lafayette,CALIFORNIA,6013,CONTRA COSTA,26638,683,polygon,True,3,True,"Oakland-Fremont, CA HUD Metro FMR Area",2p2c,28822.9368,11303.26752,16491.264,16442.244,14539.3068,19071.696,124261.644,117607.5234375,724.0,0.02694254242334028
38360,CALIFORNIA,HERCULES,25789.0,31,0.0,5,15,11,341,31,278,32,HERCULES,Hercules,CALIFORNIA,6013,CONTRA COSTA,26276,1582,polygon,True,3,True,"Oakland-Fremont, CA HUD Metro FMR Area",2p2c,28822.9368,11303.26752,16491.264,16442.244,14539.3068,19071.696,124261.644,117607.5234375,744.0,0.028849509480786382
38370,CALIFORNIA,ANTIOCH,112641.0,648,12.0,55,238,343,3199,511,2078,610,ANTIOCH,Antioch,CALIFORNIA,6013,CONTRA COSTA,302419,1466,polygon,True,2,True,"Oakland-Fremont, CA HUD Metro FMR Area",2p2c,28822.9368,11303.26752,16491.264,16442.244,14539.3068,19071.696,124261.644,117607.5234375,7694.0,0.06830550154916949
38380,CALIFORNIA,PITTSBURG,73637.0,446,7.0,41,157,241,1660,256,983,421,PITTSBURG,Pittsburg,CALIFORNIA,6013,CONTRA COSTA,72588,1588,polygon,True,3,True,"Oakland-Fremont, CA HUD Metro FMR Area",2p2c,28822.9368,11303.26752,16491.264,16442.244,14539.3068,19071.696,124261.644,117607.5234375,4212.0,0.05719950568328422
38390,CALIFORNIA,RICHMOND,110988.0,1034,16.0,36,307,675,4188,469,2480,1239,RICHMOND,Richmond,CALIFORNIA,6013,CONTRA COSTA,110567,1420,polygon,True,2,True,"Oakland-Fremont, CA HUD Metro FMR Area",2p2c,28822.9368,11303.26752,16491.264,16442.244,14539.3068,19071.696,124261.644,117607.5234375,10444.0,0.09410026309150539
38400,CALIFORNIA,WALNUT CREEK,70546.0,120,0.0,6,40,74,2496,307,2034,155,WALNUT CREEK,Walnut Creek,CALIFORNIA,6013,CONTRA COSTA,70166,1371,polygon,True,3,True,"Oakland-Fremont, CA HUD Metro FMR Area",2p2c,28822.9368,11303.26752,16491.264,16442.244,14539.3068,19071.696,124261.644,117607.5234375,5232.0,0.07416437501771894
38416,WYOMING,DOUGLAS,6294.0,8,1.0,0,1,6,87,8,72,7,DOUGLAS,Douglas,WYOMING,56009,CONVERSE,6421,377,polygon,True,3,False,"Converse County, WY",2p2c,9732.0,9594.28488,15618.8028,21705.9228,7002.67524,8679.98436,92384.4372,84359.921875,190.0,0.030187480139815696
38426,WYOMING,GLENROCK,2544.0,3,0.0,0,0,3,20,1,18,1,GLENROCK,Glenrock,WYOMING,56009,CONVERSE,2575,431,polygon,True,3,False,"Converse County, WY",2p2c,9732.0,9594.28488,15618.8028,21705.9228,7002.67524,8679.98436,92384.4372,84359.921875,46.0,0.018081761006289308
38434,ARKANSAS,PLUMERVILLE,773.0,0,0.0,0,0,0,11,2,9,0,PLUMERVILLE,Plumerville,ARKANSAS,5029,CONWAY,772,277,polygon,True,3,False,"Conway County, AR",2p2c,7848.0,8365.01736,14509.1892,14477.172,5874.61524,5698.48428,65928.756,56524.71875,22.0,0.028460543337645538
38444,ARKANSAS,MENIFEE,316.0,0,0.0,0,0,0,2,2,0,0,MENIFEE,Menifee,ARKANSAS,5029,CONWAY,317,54,polygon,True,3,False,"Conway County, AR",2p2c,7848.0,8365.01736,14509.1892,14477.172,5874.61524,5698.48428,65928.756,56524.71875,4.0,0.012658227848101266
38454,ARKANSAS,MORRILTON,6631.0,26,0.0,11,2,13,240,9,225,6,MORRILTON,Morrilton,ARKANSAS,5029,CONWAY,6645,290,polygon,True,3,False,"Conway County, AR",2p2c,7848.0,8365.01736,14509.1892,14477.172,5874.61524,5698.48428,65928.756,56524.71875,532.0,0.08022922636103152
38462,ILLINOIS,HICKORY HILLS,13806.0,21,0.0,11,6,4,193,24,162,7,HICKORY HILLS,Hickory Hills,ILLINOIS,17031,COOK,13710,1872,polygon,True,3,True,"Chicago-Joliet-Naperville, IL HUD Metro FMR Area",2p2c,15246.3096,9564.30252,11471.49972,13035.768,8989.86324,11359.50804,89187.0348,82910.0390625,428.0,0.03100101405186151
38492,ILLINOIS,HILLSIDE,7932.0,29,0.0,4,7,18,201,26,161,14,HILLSIDE,Hillside,ILLINOIS,17031,COOK,7933,962,polygon,True,3,True,"Chicago-Joliet-Naperville, IL HUD Metro FMR Area",2p2c,15246.3096,9564.30252,11471.49972,13035.768,8989.86324,11359.50804,89187.0348,82910.0390625,460.0,0.05799293998991427
38522,ILLINOIS,ARLINGTON HEIGHTS,75249.0,33,2.0,9,7,15,600,41,539,20,ARLINGTON HEIGHTS,Arlington Heights,ILLINOIS,17031,COOK,74760,1738,polygon,True,3,True,"Chicago-Joliet-Naperville, IL HUD Metro FMR Area",2p2c,15246.3096,9564.30252,11471.49972,13035.768,8989.86324,11359.50804,89187.0348,82910.0390625,1266.0,0.016824143842443087
38552,ILLINOIS,OLYMPIA FIELDS,4821.0,13,0.0,4,7,2,490,11,471,8,OLYMPIA FIELDS,Olympia Fields,ILLINOIS,17031,COOK,4790,629,polygon,True,3,True,"Chicago-Joliet-Naperville, IL HUD Metro FMR Area",2p2c,15246.3096,9564.30252,11471.49972,13035.768,8989.86324,11359.50804,89187.0348,82910.0390625,1006.0,0.20867040033188136
38582,ILLINOIS,ROBBINS,5479.0,49,1.0,7,13,28,64,13,28,23,ROBBINS,Robbins,ILLINOIS,17031,COOK,5438,1449,polygon,True,3,True,"Chicago-Joliet-Naperville, IL HUD Metro FMR Area",2p2c,15246.3096,9564.30252,11471.49972,13035.768,8989.86324,11359.50804,89187.0348,82910.0390625,226.0,0.04124840299324694
38612,ILLINOIS,PARK RIDGE,37206.0,11,1.0,2,4,4,295,36,245,14,PARK RIDGE,Park Ridge,ILLINOIS,17031,COOK,36950,2012,polygon,True,2,True,"Chicago-Joliet-Naperville, IL HUD Metro FMR Area",2p2c,15246.3096,9564.30252,11471.49972,13035.768,8989.86324,11359.50804,89187.0348,82910.0390625,612.0,0.01644895984518626
38642,ILLINOIS,RIVERSIDE,8616.0,9,0.0,5,3,1,90,19,67,4,RIVERSIDE,Riverside,ILLINOIS,17031,COOK,8563,1671,polygon,True,3,True,"Chicago-Joliet-Naperville, IL HUD Metro FMR Area",2p2c,15246.3096,9564.30252,11471.49972,13035.768,8989.86324,11359.50804,89187.0348,82910.0390625,198.0,0.02298050139275766
38672,ILLINOIS,BERKELEY,5056.0,6,0.0,0,1,5,64,1,60,3,BERKELEY,Berkeley,ILLINOIS,17031,COOK,5048,1390,polygon,True,3,True,"Chicago-Joliet-Naperville, IL HUD Metro FMR Area",2p2c,15246.3096,9564.30252,11471.49972,13035.768,8989.86324,11359.50804,89187.0348,82910.0390625,140.0,0.027689873417721517
38702,ILLINOIS,EVERGREEN PARK,19260.0,62,1.0,19,10,32,842,32,802,8,EVERGREEN PARK,Evergreen Park,ILLINOIS,17031,COOK,19147,2337,polygon,True,2,True,"Chicago-Joliet-Naperville, IL HUD Metro FMR Area",2p2c,15246.3096,9564.30252,11471.49972,13035.768,8989.86324,11359.50804,89187.0348,82910.0390625,1808.0,0.09387331256490135
38732,ILLINOIS,BARRINGTON HILLS,4205.0,0,0.0,0,0,0,18,0,18,0,BARRINGTON HILLS,Barrington Hills,ILLINOIS,17031,COOK,4190,59,polygon,True,3,True,"Chicago-Joliet-Naperville, IL HUD Metro FMR Area",2p2c,15246.3096,9564.30252,11471.49972,13035.768,8989.86324,11359.50804,89187.0348,82910.0390625,36.0,0.008561236623067776
38762,ILLINOIS,LANSING,27570.0,104,2.0,9,59,34,1495,130,1259,106,LANSING,Lansing,ILLINOIS,17031,COOK,27402,1417,polygon,True,3,True,"Chicago-Joliet-Naperville, IL HUD Metro FMR Area",2p2c,15246.3096,9564.30252,11471.49972,13035.768,8989.86324,11359.50804,89187.0348,82910.0390625,3198.0,0.11599564744287269
38792,ILLINOIS,BEDFORD PARK,602.0,9,0.0,3,0,6,388,2,366,20,BEDFORD PARK,Bedford Park,ILLINOIS,17031,COOK,604,39,polygon,True,3,True,"Chicago-Joliet-Naperville, IL HUD Metro FMR Area",2p2c,15246.3096,9564.30252,11471.49972,13035.768,8989.86324,11359.50804,89187.0348,82910.0390625,794.0,1.318936877076412
38822,ILLINOIS,EVANSTON,74047.0,115,1.0,7,42,65,1937,292,1575,70,EVANSTON,Evanston,ILLINOIS,17031,COOK,73473,3646,polygon,True,2,True,"Chicago-Joliet-Naperville, IL HUD Metro FMR Area",2p2c,15246.3096,9564.30252,11471.49972,13035.768,8989.86324,11359.50804,89187.0348,82910.0390625,4104.0,0.055424257566140424
38852,ILLINOIS,BERWYN,54702.0,114,2.0,30,40,42,595,127,421,47,BERWYN,Berwyn,ILLINOIS,17031,COOK,54391,5378,polygon,True,2,True,"Chicago-Joliet-Naperville, IL HUD Metro FMR Area",2p2c,15246.3096,9564.30252,11471.49972,13035.768,8989.86324,11359.50804,89187.0348,82910.0390625,1418.0,0.025922269752477058
38882,ILLINOIS,BELLWOOD,18811.0,127,3.0,7,42,75,433,81,305,47,BELLWOOD,Bellwood,ILLINOIS,17031,COOK,18672,3006,polygon,True,2,True,"Chicago-Joliet-Naperville, IL HUD Metro FMR Area",2p2c,15246.3096,9564.30252,11471.49972,13035.768,8989.86324,11359.50804,89187.0348,82910.0390625,1120.0,0.05953963106692892
38912,ILLINOIS,BARRINGTON,10268.0,2,0.0,0,0,2,87,14,66,7,BARRINGTON,Barrington,ILLINOIS,17031,COOK,10217,856,polygon,True,3,True,"Chicago-Joliet-Naperville, IL HUD Metro FMR Area",2p2c,15246.3096,9564.30252,11471.49972,13035.768,8989.86324,11359.50804,89187.0348,82910.0390625,178.0,0.01733541098558629
38942,ILLINOIS,BARTLETT,40898.0,23,1.0,7,3,12,188,22,157,9,BARTLETT,Bartlett,ILLINOIS,17031,COOK,40647,996,polygon,True,3,True,"Chicago-Joliet-Naperville, IL HUD Metro FMR Area",2p2c,15246.3096,9564.30252,11471.49972,13035.768,8989.86324,11359.50804,89187.0348,82910.0390625,422.0,0.010318352975695633
38972,ILLINOIS,COUNTRY CLUB HILLS,16491.0,44,0.0,8,15,21,553,31,471,51,COUNTRY CLUB HILLS,Country Club Hills,ILLINOIS,17031,COOK,16482,1278,polygon,True,3,True,"Chicago-Joliet-Naperville, IL HUD Metro FMR Area",2p2c,15246.3096,9564.30252,11471.49972,13035.768,8989.86324,11359.50804,89187.0348,82910.0390625,1194.0,0.07240312897944333
39002,ILLINOIS,WHEELING,39028.0,29,0.0,9,5,15,418,41,363,14,WHEELING,Wheeling,ILLINOIS,17031,COOK,38646,1720,polygon,True,3,True,"Chicago-Joliet-Naperville, IL HUD Metro FMR Area",2p2c,15246.3096,9564.30252,11471.49972,13035.768,8989.86324,11359.50804,89187.0348,82910.0390625,894.0,0.02290663113661986
39032,ILLINOIS,HARWOOD HEIGHTS,8388.0,33,0.0,4,16,13,105,9,89,7,HARWOOD HEIGHTS,Harwood Heights,ILLINOIS,17031,COOK,8333,3900,polygon,True,2,True,"Chicago-Joliet-Naperville, IL HUD Metro FMR Area",2p2c,15246.3096,9564.30252,11471.49972,13035.768,8989.86324,11359.50804,89187.0348,82910.0390625,276.0,0.032904148783977114
39062,ILLINOIS,FRANKLIN PARK,17745.0,41,0.0,5,4,32,183,50,119,14,FRANKLIN PARK,Franklin Park,ILLINOIS,17031,COOK,17627,1425,polygon,True,3,True,"Chicago-Joliet-Naperville, IL HUD Metro FMR Area",2p2c,15246.3096,9564.30252,11471.49972,13035.768,8989.86324,11359.50804,89187.0348,82910.0390625,448.0,0.0252465483234714
39092,ILLINOIS,ORLAND PARK,58519.0,26,1.0,2,9,14,948,35,887,26,ORLAND PARK,Orland Park,ILLINOIS,17031,COOK,57857,1014,polygon,True,3,True,"Chicago-Joliet-Naperville, IL HUD Metro FMR Area",2p2c,15246.3096,9564.30252,11471.49972,13035.768,8989.86324,11359.50804,89187.0348,82910.0390625,1948.0,0.03328833370358345
39122,ILLINOIS,SOUTH CHICAGO HEIGHTS,4029.0,18,0.0,5,3,10,163,11,143,9,SOUTH CHICAGO HEIGHTS,South Chicago Heights,ILLINOIS,17031,COOK,4003,977,polygon,True,3,True,"Chicago-Joliet-Naperville, IL HUD Metro FMR Area",2p2c,15246.3096,9564.30252,11471.49972,13035.768,8989.86324,11359.50804,89187.0348,82910.0390625,362.0,0.08984859766691487
39152,ILLINOIS,WORTH,10534.0,31,0.0,14,6,11,70,30,32,8,WORTH,Worth,ILLINOIS,17031,COOK,10466,1705,polygon,True,3,True,"Chicago-Joliet-Naperville, IL HUD Metro FMR Area",2p2c,15246.3096,9564.30252,11471.49972,13035.768,8989.86324,11359.50804,89187.0348,82910.0390625,202.0,0.01917600151889121
39182,ILLINOIS,ROLLING MEADOWS,23703.0,19,0.0,2,5,12,253,16,229,8,ROLLING MEADOWS,Rolling Meadows,ILLINOIS,17031,COOK,23532,1617,polygon,True,3,True,"Chicago-Joliet-Naperville, IL HUD Metro FMR Area",2p2c,15246.3096,9564.30252,11471.49972,13035.768,8989.86324,11359.50804,89187.0348,82910.0390625,544.0,0.022950681348352528
39212,ILLINOIS,FOREST VIEW,675.0,4,0.0,0,0,4,30,2,21,7,FOREST VIEW,Forest View,ILLINOIS,17031,COOK,666,220,polygon,True,3,True,"Chicago-Joliet-Naperville, IL HUD Metro FMR Area",2p2c,15246.3096,9564.30252,11471.49972,13035.768,8989.86324,11359.50804,89187.0348,82910.0390625,68.0,0.10074074074074074
39242,ILLINOIS,FOREST PARK,13761.0,60,1.0,9,23,27,571,66,466,39,FOREST PARK,Forest Park,ILLINOIS,17031,COOK,13704,2203,polygon,True,2,True,"Chicago-Joliet-Naperville, IL HUD Metro FMR Area",2p2c,15246.3096,9564.30252,11471.49972,13035.768,8989.86324,11359.50804,89187.0348,82910.0390625,1262.0,0.09170845142068164
39272,ILLINOIS,SOUTH HOLLAND,21438.0,77,0.0,30,31,16,574,89,353,132,SOUTH HOLLAND,South Holland,ILLINOIS,17031,COOK,21296,1136,polygon,True,3,True,"Chicago-Joliet-Naperville, IL HUD Metro FMR Area",2p2c,15246.3096,9564.30252,11471.49972,13035.768,8989.86324,11359.50804,89187.0348,82910.0390625,1302.0,0.060733277357962495
39302,ILLINOIS,WESTCHESTER,16224.0,19,1.0,2,5,11,148,43,105,0,WESTCHESTER,Westchester,ILLINOIS,17031,COOK,16117,1688,polygon,True,3,True,"Chicago-Joliet-Naperville, IL HUD Metro FMR Area",2p2c,15246.3096,9564.30252,11471.49972,13035.768,8989.86324,11359.50804,89187.0348,82910.0390625,334.0,0.020586785009861934
39332,ILLINOIS,MORTON GROVE,22904.0,19,1.0,0,3,15,194,41,129,24,MORTON GROVE,Morton Grove,ILLINOIS,17031,COOK,22796,1729,polygon,True,3,True,"Chicago-Joliet-Naperville, IL HUD Metro FMR Area",2p2c,15246.3096,9564.30252,11471.49972,13035.768,8989.86324,11359.50804,89187.0348,82910.0390625,426.0,0.01859937128885784
39362,ILLINOIS,WILMETTE,27289.0,9,0.0,2,1,6,220,32,181,7,WILMETTE,Wilmette,ILLINOIS,17031,COOK,27089,1936,polygon,True,3,True,"Chicago-Joliet-Naperville, IL HUD Metro FMR Area",2p2c,15246.3096,9564.30252,11471.49972,13035.768,8989.86324,11359.50804,89187.0348,82910.0390625,458.0,0.016783319286159257
39392,ILLINOIS,LINCOLNWOOD,12318.0,14,0.0,1,5,8,203,25,156,22,LINCOLNWOOD,Lincolnwood,ILLINOIS,17031,COOK,12245,1756,polygon,True,3,True,"Chicago-Joliet-Naperville, IL HUD Metro FMR Area",2p2c,15246.3096,9564.30252,11471.49972,13035.768,8989.86324,11359.50804,89187.0348,82910.0390625,434.0,0.035232992368891054
